Simplified protein IDs	Gene name	MitoCoP disease association	Functional MitoCoP classification	MitoCoP	MitoCoP identified/ validated	MitoCoP identified	MitoCoP validated	MitoCoP disease gene	References	UniProt: involvement in disease	DisGeNET disease ID (curated associations)	OMIM	Phenotype MIM number	Half-live (HeLa) [h]	Half-life (Hu7) h	tomm40 Importomics	Mean Log2 Ratio tomm40KD/mock	p-Value	Mean mito-copies per cell (≥2/3 Reps)	Mean copy numbers per cell (≥2/3 Reps)	Category	Integral [%]	Membrane-associated [%]
Q7Z6M4	MTERF4	-	Ribosome assembly & translation	1										40.93513977	NaN	Class 1	-2.051966039	0.00029098	50446.04662	29146.7	Peripheral	13.40875533	87.6378426
B5MC22;Q9UDX5	MTFP1	-	"Morphology, dynamics & organization"	1										NaN	153.512617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q15390	MTFR1	-	"Morphology, dynamics & organization"	1										12.76566981	NaN	Class 3	-0.84742872	0.004721488	20504.30556	25866.7	Peripheral	23.2372882	71.03291594
Q9H019	MTFR1L	-	Unknown	1										22.62415106	NaN	Class 4	-0.367146259	0.025428117	45633.38567	82343.33333	Peripheral	14.80805064	79.63718701
Q6P444	MTFR2	-	"Morphology, dynamics & organization"	1										5.927745208	NaN	Class 1	-1.52380435	0.000685303	14784.46775	21016.73333	Peripheral	11.11052864	81.61338492
Q9BT17	MTG1	-	Ribosome assembly & translation	1										22.01883716	NaN	Class 1	-2.470061573	0.000172027	91824.83587	73741.73333	Peripheral	23.42747032	85.97079481
Q9H4K7	MTG2	-	Ribosome assembly & translation	1										6.846152667	20.82381911	Class 1	-2.784882667	2.01332E-05	25909.1463	22693.9	Peripheral	22.19993278	93.21095658
B7ZM99;A0A087WVM4;Q6UB35	MTHFD1L	-	Cofactor metabolism	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P13995;P13995	MTHFD2	-	Cofactor metabolism	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9H903	MTHFD2L	-	Cofactor metabolism	1										32.27487065	NaN	Class 1	-1.614251487	0.000829344	3023.832052	627.685	0	5.480637193	NaN
P46199	MTIF2	-	tRNA related processes	1										164.0687442	94.462083	Class 1	-1.919095047	9.70392E-05	62991.39336	54345.33333	Peripheral	15.59790228	90.60892356
Q9H2K0	MTIF3	-	Ribosome assembly & translation	1										34.14735893	36.04492928	Class 1	-2.016102878	5.46365E-05	36122.82208	20976.23333	Peripheral	3.700889501	66.29603167
O75570	MTRF1	-	Ribosome assembly & translation	1										NaN	NaN	Class 1	-2.870740435	0.000130601	22417.77929	11720.98333	Peripheral	4.766604537	80.25846619
Q9UGC7;Q9UGC7	MTRF1L	-	Ribosome assembly & translation	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q13505	MTX1	-	Protein import & biogenesis	1										19.04498987	NaN	Class 1	-1.678920426	0.000123741	158332.3162	209042	Integral	96.04502356	97.22473599
Q5HYI7;Q5HYI7	MTX3	-	Protein import & biogenesis	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q969V5	MUL1	-	Cell death/ apoptosis	1										11.66145077	12.97733896	Class 1	-0.910410001	0.000553293	40644.78765	24665.46667	Integral	95.44150868	91.07148235
Q96H55	MYO19	-	"Morphology, dynamics & organization"	1										20.69667292	26.32245156	Class 3	-0.86639935	0.000800008	45517.3262	35610.56667	Integral	65.75413932	96.62688995
O95167	NDUFA3	-	OXPHOS complex subunits	1										54.37741547	NaN	Class 1	-2.439434485	1.81521E-06	330623.2942	235500	Integral	96.36849228	87.04603529
Q9NRX3	NDUFA4L2	-	OXPHOS complex subunits	1										NaN	NaN	NaN	NaN	NaN	0	0	0	0	0
Q16718	NDUFA5	-	OXPHOS complex subunits	1										46.5918786	NaN	Class 1	-2.176427826	0.000147294	2038066.776	1777856.667	Ambiguous	48.49466426	74.72824017
O95182	NDUFA7	-	OXPHOS complex subunits	1										18.62945561	40.72634384	Class 1	-1.774978008	0.002241838	437111.8417	375376.6667	Integral	62.44008956	89.8064277
I3L505;O14561	NDUFAB1	-	OXPHOS complex subunits	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O75438	NDUFB1	-	OXPHOS complex subunits	1										113.3051834	90.99517961	Class 1	-2.165589774	2.63891E-05	709955.4561	830843.3333	Integral	99.60429956	96.47672687
O95178	NDUFB2	-	OXPHOS complex subunits	1										NaN	NaN	Class 4	-0.798935719	0.544064184	71587.29183	22186.155	0	NaN	75.3145958
O95168	NDUFB4	-	OXPHOS complex subunits	1										77.47140686	NaN	Class 1	-2.042967347	0.00036245	900519.1673	1077826	Integral	81.65202514	95.21860635
O43674	NDUFB5	-	OXPHOS complex subunits	1										50.72916529	NaN	Class 1	-2.025766922	2.25795E-05	428919.6276	349220.3333	0	NaN	90.14841969
O95139	NDUFB6	-	OXPHOS complex subunits	1										25.31599595	NaN	Class 1	-2.594374586	1.27962E-05	169000.7532	88605.1	Integral	94.49540563	93.73548254
O43677	NDUFC1	-	OXPHOS complex subunits	1										Infinite	73.97017912	Class 1	-2.147168503	0.000357096	52337.44471	103433.6333	0	NaN	94.77150036
O43920	NDUFS5	-	OXPHOS complex subunits	1										72.23364742	77.22080913	Class 1	-2.377925482	4.21727E-05	1123291.62	852483.3333	Integral	68.70388756	89.66024984
P56181;P56181	NDUFV3	-	OXPHOS complex subunits	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9NPE2	NGRN	-	Ribosome assembly & translation	1										24.45113538	NaN	Class 1	-1.866019557	0.000245394	17500.41694	14867.93	Peripheral	6.065030497	74.77362875
Q9BPW8	NIPSNAP1	-	Unknown	1										108.531919	NaN	Class 1	-1.13527955	0.000219072	433229.6486	341411.3333	Peripheral	9.891215271	88.83081036
O75323	NIPSNAP2	-	Unknown	1										190.6931322	223.9899576	Class 3	-0.735537085	0.001490878	394390.2222	506606.6667	Peripheral	8.498119557	92.25306392
Q9UFN0	NIPSNAP3A	-	Unknown	1										113.8323155	203.7833777	Class 1	-1.473132126	0.000460525	439565.3129	381562.3333	Soluble	8.908869779	46.04630272
Q9BS92	NIPSNAP3B	-	Unknown	1										NaN	NaN	NaN	NaN	NaN	1749.59606	11390.897	0	NaN	NaN
Q86X76	NIT1	-	Cell death/ apoptosis	1										NaN	318.0100878	NaN	NaN	NaN	9864.249515	67968.96667	0	NaN	NaN
Q9BYT8	NLN	-	Protein degradation & quality control	1										302.6277481	NaN	Class 1	-1.700793108	7.36889E-05	130329.4499	291916.6667	Soluble	5.146449386	11.43284099
Q86UT6	NLRX1	-	Autophagy/ mitophagy	1										NaN	38.53810381	Class 3	-0.823366943	0.002292425	26394.09664	16466.45	Integral	70.25570784	97.33285273
O00746	NME4	-	Nucleotide/ nucleoside metabolism	1										409.5111966	NaN	Class 2	-1.202385966	0.02297336	213732.2662	281519.6667	Peripheral	6.623056607	64.97981711
O75414	NME6	-	Nucleotide/ nucleoside metabolism	1										55.91986454	NaN	Class 1	-2.873810049	1.28095E-05	52535.45706	64734.63333	Peripheral	20.51931283	84.66074162
Q9C002	NMES1	-	Unknown	1										NaN	NaN	Class 4	1.371987432	0.587830656	5058.690881	4170.335	0	NaN	94.52585481
Q96T66	NMNAT3	-	Cofactor metabolism	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN
Q8NC60	NOA1	-	Cell death/ apoptosis	1										68.44295757	47.17134766	Class 1	-3.622222147	2.12365E-05	56532.26667	37560.96667	Peripheral	11.26925402	87.09247739
Q96CB9	NSUN4	-	Ribosome assembly & translation	1										47.14507433	45.51704965	Class 1	-2.004134342	5.80276E-05	129253.2334	78033.46667	Peripheral	16.4747121	71.34566525
Q8TCD5	NT5C	-	Nucleotide/ nucleoside metabolism	1										Infinite	NaN	Class 2	-2.666585404	0.047566223	20221.63241	166844.9667	Ambiguous	15.55248465	31.20094679
Q9H857	NT5DC2	-	Unknown	1										20.14247425	NaN	Class 1	-1.34409703	0.00057854	253691.2302	205444.5	Peripheral	16.43980294	88.75532112
Q86UY8	NT5DC3	-	Unknown	1										2028.010511	224.4341261	Class 1	-1.724678021	0.000154594	102306.87	78841.53333	Peripheral	8.238673834	68.60508285
Q9NPB1	NT5M	-	Nucleotide/ nucleoside metabolism	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN
P36639	NUDT1	-	Oxidative stress response	1										Infinite	NaN	Class 2	-1.723328589	0.04923348	8131.420592	141657.6667	0	12.04319424	NaN
Q86X67	NUDT13	-	Unknown	1										NaN	NaN	Class 4	-1.074172051	0.336110248	3340.968859	600530.9	0	NaN	NaN
A8MXV4	NUDT19	-	Lipid metabolism	1										94.38588579	138.5113978	Class 1	-1.513388978	0.001098265	520148.9492	839068.3333	Peripheral	10.26255459	89.58790399
P53370	NUDT6	-	Regulation & signaling	1										NaN	NaN	Class 1	-3.232078431	0.000135495	3464.026631	2510.766667	Peripheral	9.135701326	90.35214177
Q8WV74	NUDT8	-	Unknown	1										298.3302115	57.78153624	Class 1	-2.48186974	0.000656181	40396.83305	12407.75333	Peripheral	24.9422454	93.71463314
Q9BW91	NUDT9	-	Nucleotide/ nucleoside metabolism	1										42.59762461	NaN	Class 1	-1.341477783	9.6701E-05	34041.80588	140045.6667	Peripheral	3.338640369	74.41877566
Q9NX40;Q9NX40	OCIAD1	-	Other known processes	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q56VL3	OCIAD2	-	Unknown	1										33.81825724	NaN	Class 3	-0.541473396	0.00713264	315723.8195	236178	Integral	87.82693528	96.33411554
A0A0D9SFS3;Q02218	OGDH	-	TCA cycle	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9ULD0	OGDHL	-	TCA cycle	1										NaN	71.84447149	Class 4	-1.379332595	0.215354353	58578.46786	68131.86667	Peripheral	19.40076141	83.40157116
Q96E52	OMA1	-	Protein degradation & quality control	1										39.52206503	NaN	Class 1	-1.071475222	0.000445783	16123.08029	15734.53333	0	NaN	93.76280712
Q9H4B0	OSGEPL1	-	tRNA related processes	1										269.737696	127.4398605	Class 1	-2.559079868	6.78017E-05	41838.90469	30204.66667	Peripheral	20.60499092	87.5090893
Q9BYC2	OXCT2	-	Carbohydrate & energy metabolism	1										NaN	NaN	NaN	NaN	NaN	0	0	0	0	0
Q96HP4	OXNAD1	-	Unknown	1										61.99602534	NaN	Class 1	-1.915729612	9.83688E-05	47456.78041	39870.03333	Peripheral	11.02259197	68.06737069
Q8N573;Q8N573	OXR1	-	Oxidative stress response	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9NWU1	OXSM	-	Lipid metabolism	1										302.388485	NaN	Class 1	-1.349884821	0.000681774	35065.57915	12620.39667	Soluble	6.913164963	19.21720309
Q9H300	PARL	-	Protein maturation & folding	1										456.1594142	NaN	Class 3	-0.819048477	0.00259651	20514.66894	25237.75	Integral	98.08251284	93.40768058
Q16822	PCK2	-	Carbohydrate & energy metabolism	1										Infinite	NaN	Class 4	0.015349971	0.861411112	178608.5835	172075	Peripheral	14.16905238	82.34217177
Q6L8Q7	PDE12	-	RNA-related processes	1										41.25275981	NaN	Class 1	-1.506259249	0.000276785	106065.7376	297125	Peripheral	25.90046402	74.19542037
Q9HBH1	PDF	-	Ribosome assembly & translation	1										Infinite	180.328822	Class 1	-0.984015413	0.000878791	86341.50036	57572.8	Integral	88.25854543	88.23578251
P29803	PDHA2	-	PDH complex & PDH regulation	1										NaN	NaN	NaN	NaN	NaN	0	0	0	0	0
Q15118	PDK1	-	PDH complex & PDH regulation	1										21.19987505	39.59427573	Class 3	-0.842605318	0.001099315	87006.53442	74209.23333	Peripheral	13.83542832	86.64941991
Q15119	PDK2	-	PDH complex & PDH regulation	1										8.700923834	NaN	Class 1	-1.315794356	3.2406E-05	41898.93843	58070.33333	Peripheral	9.751055356	85.14013513
Q16654	PDK4	-	PDH complex & PDH regulation	1										NaN	NaN	Class 4	-0.03883424	0.795003907	279.2457354	NaN	0	NaN	NaN
Q9P2J9	PDP2	-	PDH complex & PDH regulation	1										7.834976214	NaN	Class 1	-2.143984362	1.21918E-05	8936.141895	15963.80333	Peripheral	12.3396442	89.5434841
Q96HS1	PGAM5	-	Regulation & signaling	1										222.0674549	688.2565854	Class 1	-1.879360285	6.60517E-05	1012179.59	1470526.667	Peripheral	23.54944125	93.75562963
Q32NB8	PGS1	-	Cardiolipin biosynthesis & remodeling	1										110.0783443	NaN	Class 1	-1.280045633	0.000163996	27769.78209	28626.1	Peripheral	45.6812899	92.90730545
P35232	PHB	-	DNA-related processes	1										275.0433749	NaN	Class 1	-1.591048693	5.31829E-05	5404177.05	6679030	Integral	95.84119697	97.36101515
Q99623	PHB2	-	Regulation & signaling	1										259.9509706	NaN	Class 1	-1.63261682	6.21983E-05	3536380.703	5215400	Integral	97.74022361	94.1141868
Q8N2A8	PLD6	-	"Morphology, dynamics & organization"	1										NaN	NaN	Class 1	-3.104412811	0.000204324	13552.17865	9987.863333	Integral	63.8208667	95.42130225
Q9HBL7	PLGRKT	-	Regulation & signaling	1										Infinite	91.17068842	Class 1	-1.717382674	5.13789E-05	126969.6968	137439	Integral	95.4102687	96.0266856
Q9NRY6	PLSCR3	-	Cell death/ apoptosis	1										Infinite	NaN	Class 4	0.101237506	0.647680638	532.0086461	NaN	0	NaN	NaN
Q13794	PMAIP1	-	Cell death/ apoptosis	1										NaN	NaN	NaN	NaN	NaN	18462.82849	64502.56667	0	NaN	NaN
P41247	PNPLA4	-	Lipid metabolism	1										56.03859258	NaN	Class 3	-0.413526176	0.004356408	NaN	NaN	0	NaN	NaN
Q9Y2S7	POLDIP2	-	Unknown	1										23.2900382	NaN	Class 1	-2.104244189	7.91557E-05	397087.9044	388405.6667	Peripheral	11.33891572	91.81946501
P30405	PPIF	-	Protein maturation & folding	1										213.6088465	NaN	Class 1	-0.982184436	0.000773032	1314424.705	1005833.333	Peripheral	6.486902734	68.76714009
Q8NI37	PPTC7	-	Unknown	1										89.8594946	131.7869626	Class 1	-4.09935169	0.001593472	23147.13865	22020.06667	Peripheral	10.66872121	91.58304833
P30048	PRDX3	-	Oxidative stress response	1										127.5710406	230.4136741	Class 1	-2.062887943	5.83738E-05	3819599.507	6962306.667	Peripheral	3.084933961	78.82197429
P30044	PRDX5	-	Oxidative stress response	1										NaN	236.9842415	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN
Q9Y255	PRELID1	-	Cell death/ apoptosis	1										NaN	NaN	Class 3	-0.754185514	0.006680379	25873.1758	15382.33	0	NaN	NaN
Q9Y3B1	PRELID3B	-	"Carriers, channels & transporters"	1										NaN	NaN	NaN	NaN	NaN	25440.44582	34628.15	0	NaN	NaN
O75127	PTCD1	-	tRNA related processes	1										27.21818491	NaN	Class 1	-1.663208562	0.000187285	190060.9513	254863	Peripheral	18.96584231	91.19556417
Q8WV60	PTCD2	-	RNA-related processes	1										26.31318538	48.39441882	Class 1	-2.325978708	0.000185592	21721.06314	15844.19	Peripheral	19.47776287	88.09587471
Q9H7Z7	PTGES2	-	Lipid metabolism	1										153.7244092	NaN	Class 1	-1.711877856	9.60099E-05	253357.9242	178686.3333	Peripheral	9.85972226	94.88532871
Q8WUK0	PTPMT1	-	Cardiolipin biosynthesis & remodeling	1										48.10440521	51.28975634	Class 1	-1.424344107	0.000372234	98738.61094	48010.76667	Peripheral	44.78047291	96.2171277
Q86Y79	PTRH1	-	Unknown	1										123.2124459	NaN	Class 1	-2.475809257	4.87617E-05	23976.22848	21174.13333	Peripheral	20.08399343	71.50331686
Q8N0Z8	PUSL1	-	Unknown	1										NaN	NaN	Class 1	-2.112480387	0.000944115	56729.94906	52902.66667	Peripheral	24.82015954	79.83592313
J3QKT3	PYCR1	-	Unknown	1										NaN	95.9792128	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN
Q8N2H3	PYROXD2	-	Unknown	1										NaN	NaN	Class 3	-0.507341902	0.005993758	NaN	NaN	0	NaN	NaN
Q96I23	PYURF	-	Unknown	1										126.4145996	NaN	Class 1	-1.639047292	0.000323873	42095.49057	5341.115	Soluble	6.523999411	37.27433745
Q9BXR0	QTRT1	-	tRNA related processes	1										238.0437036	143.994705	Class 1	-3.704161904	4.58896E-05	41763.94576	222572.3333	Peripheral	5.381908337	52.47923031
Q9H974	QTRT2	-	tRNA related processes	1										233.2384604	45.92755376	Class 1	-3.280040453	0.007801281	46317.65604	168736.3333	Peripheral	13.4236522	56.48644368
Q969Q5	RAB24	-	Autophagy/ mitophagy	1										Infinite	NaN	Class 3	-0.489824926	0.002215958	18421.72805	50784.76667	Integral	81.57750999	85.28618132
O60518	RANBP6	-	Unknown	1										43.60812933	NaN	Class 3	-0.71426235	0.000764636	18679.86968	104399.8333	0	33.24349335	NaN
Q8N0V3	RBFA	-	Unknown	1										96.10420174	36.06641716	Class 1	-3.409063419	1.78883E-05	30110.27928	15530.7	Peripheral	11.24646651	90.28736018
Q96I51	RCC1L	-	Regulation & signaling	1										23.60183669	33.15974718	Class 1	-1.224708695	0.000484937	97003.76035	63638.03333	Peripheral	12.21748166	73.62459015
Q8NBN7	RDH13	-	Other known processes	1										172.1038907	NaN	Class 1	-1.5649897	0.000289068	204173.9596	161027.2667	Peripheral	27.86631677	91.18654274
Q9Y3B8	REXO2	-	RNA-related processes	1										Infinite	NaN	Class 1	-2.69813565	8.05742E-05	15842.5335	168726.3333	0	NaN	NaN
Q8IXI2;Q8IXI2;Q8IXI2	RHOT1	-	Regulation & signaling	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8IXI1	RHOT2	-	"Morphology, dynamics & organization"	1										106.809162	69.99666843	Class 3	-0.667479103	0.004266291	179374.6478	229988.6667	Integral	93.94862957	97.79845262
P52758	RIDA	-	Other known processes	1										Infinite	NaN	Class 1	-2.67184158	0.002888636	138126.7352	241623.3333	Peripheral	3.039430345	87.0247082
Q96DB5	RMDN1	-	Unknown	1										101.8466242	NaN	Class 4	0.314526467	0.012546858	168263.9961	177542.3333	0	NaN	NaN
Q96TC7	RMDN3	-	Regulation & signaling	1										74.34918927	NaN	Class 3	-0.526631361	0.004044607	196924.6097	442246.3333	Peripheral	46.67455064	86.938328
P60602	ROMO1	-	Protein import & biogenesis	1										19.59130672	36.91828479	Class 1	-1.788794118	0.000219086	295504.1276	307305	0	NaN	63.37735589
Q6DKI1	RPL7L1	-	Other known processes	1										24.09349747	NaN	Class 3	-0.734210339	0.005326232	1965.883546	1227740	0	50.61131732	NaN
Q6P087	RPUSD3	-	RNA-related processes	1										50.94494254	NaN	Class 4	-0.56397011	0.009862582	92610.44284	99334	Peripheral	14.58091358	93.09280182
Q96CM3	RPUSD4	-	Ribosome assembly & translation	1										33.86280151	17.54943882	Class 1	-1.078950261	0.00046796	29853.69099	19925.23333	Peripheral	8.533775681	85.48218015
Q9HA92	RSAD1	-	Unknown	1										6.424843113	9.357639644	Class 1	-3.721585772	0.000214075	25208.07882	17708.23333	Peripheral	32.50107128	86.45085868
Q9Y512	SAMM50	-	Protein import & biogenesis	1										179.9864013	237.0029174	Class 1	-1.940426067	0.000139222	295247.5476	267442.3333	Integral	97.82439197	97.71107905
Q6SZW1	SARM1	-	Regulation & signaling	1										NaN	NaN	NaN	NaN	NaN	64159.79043	165224	Peripheral	50.12364553	96.53768317
Q8NBX0	SCCPDH	-	Unknown	1										Infinite	147.4666427	Class 3	-0.78140967	0.002747986	67277.88329	105510.3	Integral	94.04814843	93.77044162
Q9NRP4	SDHAF3	-	OXPHOS assembly & stability	1										26.55855681	51.34640644	Class 1	-2.985737819	5.13131E-05	64166.34117	29153.36667	Peripheral	10.18387434	59.86342602
Q5VUM1	SDHAF4	-	OXPHOS assembly & stability	1										519.6868124	178.5346175	Class 1	-1.67398815	0.000240258	17302.25287	10763.88	0	NaN	NaN
Q9BVL4	SELENOO	-	Oxidative stress response	1										41.80995348	NaN	Class 1	-1.426409614	0.000316436	7251.017331	31396.26667	Peripheral	20.72954982	93.37143965
Q8NE22	SETD9	-	Regulation & signaling	1										NaN	NaN	Class 1	-2.199146095	7.52641E-06	5418.622004	99500.09667	0	NaN	NaN
Q9H9B4	SFXN1	-	"Carriers, channels & transporters"	1										184.8073919	NaN	Class 1	-1.227705986	0.00013318	2421972.836	3082293.333	Integral	97.30099685	97.5477306
Q96NB2	SFXN2	-	"Carriers, channels & transporters"	1										Infinite	NaN	Class 1	-1.996651184	8.55903E-05	195955.1862	83500.96667	Integral	97.09921543	95.59943564
Q9BWM7	SFXN3	-	"Carriers, channels & transporters"	1										135.4404143	NaN	Class 1	-1.11548789	0.000425386	136934.2363	101454.8	Integral	97.21671013	90.55940781
Q8TD22	SFXN5	-	"Carriers, channels & transporters"	1										NaN	NaN	Class 1	-0.963199411	0.002996023	9853.756605	4794.456667	0	NaN	81.09185176
G3V2Y4;G3V4W5;P34897	SHMT2	-	Amino acid metabolism	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
E9PN58;Q9NTG7	SIRT3	-	Regulation & signaling	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9Y6E7	SIRT4	-	Regulation & signaling	1										NaN	NaN	NaN	NaN	NaN	0	0	0	0	0
Q9NXA8	SIRT5	-	Regulation & signaling	1										195.6613891	131.761848	Class 1	-1.794926982	0.001449605	22128.95977	43605.6	Peripheral	8.692644229	92.61065349
O95258	SLC25A14	-	"Carriers, channels & transporters"	1										153.0220389	NaN	Class 2	-1.158149612	0.031827343	16550.82536	19626.36667	0	NaN	87.27647029
P16260	SLC25A16	-	"Carriers, channels & transporters"	1										167.8319738	56.13410956	Class 4	-0.186227059	0.024765446	13783.08109	15492.14	0	NaN	94.54704087
Q9H1K4	SLC25A18	-	"Carriers, channels & transporters"	1										NaN	145.8834475	Class 4	-0.580696234	0.104199697	NaN	NaN	0	NaN	NaN
Q9BXI2	SLC25A2	-	"Carriers, channels & transporters"	1										NaN	NaN	NaN	NaN	NaN	0	0	0	0	0
Q9BV35	SLC25A23	-	"Carriers, channels & transporters"	1										NaN	NaN	Class 1	-1.880963221	3.69473E-05	6128.509451	3468.746667	0	NaN	93.8660339
Q6KCM7	SLC25A25	-	"Carriers, channels & transporters"	1										NaN	41.0259805	Class 2	-2.349604605	0.03599697	14941.04088	20992.5	Integral	74.38169758	92.20918289
O95847	SLC25A27	-	"Carriers, channels & transporters"	1										NaN	NaN	NaN	NaN	NaN	0	0	0	0	0
Q96A46	SLC25A28	-	Fe-S protein biogenesis	1										23.19806789	11.12600102	Class 3	-0.485941425	0.001995737	6740.225945	1896.370667	0	NaN	42.71465837
Q8N8R3	SLC25A29	-	"Carriers, channels & transporters"	1										38.9811606	NaN	Class 1	-1.586165499	0.001072771	22172.47314	18888.20667	0	NaN	79.60869196
Q5SVS4	SLC25A30	-	Unknown	1										NaN	36.15681407	Class 1	-1.5149077	0.000132645	23244.02985	10475.21333	0	NaN	94.80890256
Q9H0C2	SLC25A31	-	"Carriers, channels & transporters"	1										NaN	NaN	NaN	NaN	NaN	0	0	0	0	0
Q9BSK2	SLC25A33	-	"Carriers, channels & transporters"	1										28.61549634	16.72112338	Class 3	-0.649769293	0.003647271	29698.73435	15467.40667	0	NaN	90.47071158
Q3KQZ1;Q3KQZ1	SLC25A35	-	Unknown	1										NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q96CQ1	SLC25A36	-	"Carriers, channels & transporters"	1										31.90927635	NaN	Class 3	-0.856287996	0.001838204	19569.86223	8984.236667	Integral	90.35252215	84.94091327
